Ligand,Binding Affinity,rmsd/ub, rmsd/lb,Name of Comp
new_122377900_uff_E=617.78,-7.7,43.727,37.307,
new_129856120_uff_E=417.48,-7.7,19.638,16.574,
new_135898822_uff_E=188.33,-7.7,23.206,21.817,
new_157009929_uff_E=929.50,-7.7,2.42,1.846,
new_157009929_uff_E=929.50,-7.7,34.208,28.505,
new_157009929_uff_E=929.50,-7.7,11.588,5.998,
new_183905_uff_E=628.42,-7.7,47.814,43.579,
new_25200950_uff_E=224.55,-7.7,35.06,30.206,
new_25200950_uff_E=224.55,-7.7,34.115,29.847,
new_44257803_uff_E=532.55,-7.7,26.187,21.841,
new_44257819_uff_E=740.56,-7.7,52.192,46.268,
new_44258353_uff_E=488.37,-7.7,9.887,3.665,
new_44258355_uff_E=508.44,-7.7,5.976,2.467,
new_44258356_uff_E=527.73,-7.7,31.269,26.291,
new_44258356_uff_E=527.73,-7.7,31.95,29.531,
new_44583918_uff_E=534.71,-7.7,32.571,26.393,
new_46240561_uff_E=634.41,-7.7,10.703,5.157,
new_129856120_uff_E=417.48,-7.6,4.767,3.271,
new_15225567_uff_E=449.95,-7.6,4.283,2.01,
new_15225567_uff_E=449.95,-7.6,19.794,14.429,
new_155803422_uff_E=339.81,-7.6,4.667,3.375,
new_155803422_uff_E=339.81,-7.6,37.383,31.552,
new_155803422_uff_E=339.81,-7.6,37.797,31.804,
new_155803422_uff_E=339.81,-7.6,35.971,31.673,
new_161172_uff_E=302.95,-7.6,15.748,14.813,
new_162350_uff_E=453.84,-7.6,32.032,25.534,
new_162350_uff_E=453.84,-7.6,44.986,40.444,
new_162350_uff_E=453.84,-7.6,9.504,3.071,
new_183905_uff_E=628.42,-7.6,42.204,35.096,
new_183905_uff_E=628.42,-7.6,2.408,1.781,
new_18721_uff_E=459.52,-7.6,20.282,18.092,
new_18721_uff_E=459.52,-7.6,20.53,17.339,
new_25200950_uff_E=224.55,-7.6,19.356,17.849,
new_25202038_uff_E=416.72,-7.6,11.467,5.207,
new_44257819_uff_E=740.56,-7.6,18.091,12.56,
new_44257839_uff_E=499.43,-7.6,30.653,25.092,
new_44258353_uff_E=488.37,-7.6,44.475,40.654,
new_44258353_uff_E=488.37,-7.6,11.485,6.092,
new_44258355_uff_E=508.44,-7.6,43.66,34.42,
new_44258355_uff_E=508.44,-7.6,23.513,19.165,
new_44258356_uff_E=527.73,-7.6,34.793,33.294,
new_44258356_uff_E=527.73,-7.6,31.651,29.206,
new_44583918_uff_E=534.71,-7.6,7.05,4.58,
new_11337269_uff_E=362.45,-7.5,0,0,
new_129856120_uff_E=417.48,-7.5,35.878,30.632,
new_129856120_uff_E=417.48,-7.5,20.977,17.983,
new_129856120_uff_E=417.48,-7.5,37.535,34.252,
new_14354985_uff_E=445.15,-7.5,19.55,17.004,
new_14354985_uff_E=445.15,-7.5,22.675,20.365,
new_162350_uff_E=453.84,-7.5,32.08,25.544,
new_18721_uff_E=459.52,-7.5,25.796,23.555,
new_25202038_uff_E=416.72,-7.5,23.732,21.954,
new_44583918_uff_E=534.71,-7.5,22.567,19.13,
new_11337269_uff_E=362.45,-7.4,18.968,15.05,
new_11337269_uff_E=362.45,-7.4,35.639,30.485,
new_11337269_uff_E=362.45,-7.4,18.589,14.789,
new_135898822_uff_E=188.33,-7.4,43.463,39.915,
new_161172_uff_E=302.95,-7.4,21.278,17.629,
new_183905_uff_E=628.42,-7.4,41.479,37.206,
new_25202038_uff_E=416.72,-7.4,11.119,5.453,
new_25202038_uff_E=416.72,-7.4,47.072,42.674,
new_25202038_uff_E=416.72,-7.4,9.791,5.753,
new_25202038_uff_E=416.72,-7.4,49.333,43.701,
new_44257839_uff_E=499.43,-7.4,24.245,21.764,
new_44257839_uff_E=499.43,-7.4,26.295,23.345,
new_44257839_uff_E=499.43,-7.4,31.271,25.079,
new_44258353_uff_E=488.37,-7.4,5.673,3.79,
new_11337269_uff_E=362.45,-7.3,21.622,19.797,
new_11337269_uff_E=362.45,-7.3,35.603,30.443,
new_133809_uff_E=758.34,-7.3,11.973,6.846,
new_155803422_uff_E=339.81,-7.3,7.38,3.954,
new_161172_uff_E=302.95,-7.3,17.594,14.615,
new_183905_uff_E=628.42,-7.3,49.318,43.881,
new_44258353_uff_E=488.37,-7.3,22.247,19.427,
new_11337269_uff_E=362.45,-7.2,2.365,1.704,
new_133809_uff_E=758.34,-7.2,27.418,21.916,
new_135898822_uff_E=188.33,-7.2,22.714,21.254,
new_155803422_uff_E=339.81,-7.2,7.054,4.977,
new_161172_uff_E=302.95,-7.2,22.709,21.593,
new_161172_uff_E=302.95,-7.2,23.006,21.818,
new_183905_uff_E=628.42,-7.2,33.59,27.792,
new_11337269_uff_E=362.45,-7.1,8.26,4.358,
new_11337269_uff_E=362.45,-7.1,8.109,4.413,
new_133809_uff_E=758.34,-7.1,28.679,24.44,
new_133809_uff_E=758.34,-7,34.898,31.455,
new_133809_uff_E=758.34,-6.8,27.206,24.081,
new_133809_uff_E=758.34,-6.7,26.912,24.425,
new_133809_uff_E=758.34,-6.7,29.01,23.656,
