Ligand,Binding Affinity,rmsd/ub, rmsd/lb,Name of Comp
new_44257847_uff_E=700.81,-8.8,22.153,17.873,
new_44257847_uff_E=700.81,-8.8,24.765,21.586,
new_44257848_uff_E=669.45,-8.8,25.987,23.07,
new_44257855_uff_E=581.16,-8.8,44.928,36.101,
new_44257857_uff_E=553.87,-8.8,9.656,2.244,
new_44257857_uff_E=553.87,-8.8,44.236,39.163,
new_44257884_uff_E=465.42,-8.8,21.951,18.855,
new_44257884_uff_E=465.42,-8.8,24.964,21.679,
new_442658_uff_E=724.21,-8.8,5.87,2.452,
new_442658_uff_E=724.21,-8.8,41.633,36.635,
new_45268176_uff_E=749.13,-8.8,23.163,19.791,
new_45268176_uff_E=749.13,-8.8,22.939,19.688,
new_45479322_uff_E=647.38,-8.8,22.809,18.206,
new_45933926_uff_E=457.26,-8.8,9.502,5.983,
new_101339211_uff_E=463.41,-8.7,9.395,3.193,
new_101650817_uff_E=474.37,-8.7,41.953,34.992,
new_101650818_uff_E=449.09,-8.7,44.135,37.211,
new_101926832_uff_E=681.01,-8.7,22.936,19.037,
new_102098242_uff_E=344.66,-8.7,2.939,1.697,
new_102310126_uff_E=508.75,-8.7,9.429,8.412,
new_102310126_uff_E=508.75,-8.7,21.261,18.014,
new_102310126_uff_E=508.75,-8.7,6.554,3.232,
new_12304095_uff_E=449.32,-8.7,43.113,38.154,
new_12912214_uff_E=410.93,-8.7,41.35,36.134,
new_14730805_uff_E=674.72,-8.7,19.18,15.521,
new_157009730_uff_E=751.47,-8.7,5.353,3.645,
new_157009730_uff_E=751.47,-8.7,20.219,16.807,
new_157009871_uff_E=682.34,-8.7,2.083,0.907,
new_16109837_uff_E=606.96,-8.7,43.113,34.882,
new_162350_uff_E=453.84,-8.7,2.169,1.01,
new_185958_uff_E=588.11,-8.7,10.622,4.552,
new_21576179_uff_E=606.34,-8.7,42.049,34.475,
new_21576179_uff_E=606.34,-8.7,2.152,1.728,
new_21721965_uff_E=467.00,-8.7,22.157,19.331,
new_21721965_uff_E=467.00,-8.7,20.043,15.893,
new_25244999_uff_E=704.38,-8.7,23.835,19.531,
new_25244999_uff_E=704.38,-8.7,10.178,4.402,
new_44257659_uff_E=480.65,-8.7,9.574,6.251,
new_44257772_uff_E=690.54,-8.7,2.199,1.53,
new_44257792_uff_E=507.21,-8.7,9.611,2.734,
new_44257796_uff_E=446.43,-8.7,3.146,2.537,
new_44257802_uff_E=506.37,-8.7,42.57,36.35,
new_44257803_uff_E=532.55,-8.7,41.552,33.322,
new_44257804_uff_E=479.90,-8.7,42.09,33.454,
new_44257805_uff_E=464.89,-8.7,7.359,5.704,
new_44257805_uff_E=464.89,-8.7,2.216,1.805,
new_44257807_uff_E=716.07,-8.7,2.216,1.548,
new_44257807_uff_E=716.07,-8.7,43.679,34.903,
new_44257817_uff_E=660.09,-8.7,13.595,3.964,
new_44257817_uff_E=660.09,-8.7,48.429,43.832,
new_44257818_uff_E=655.15,-8.7,48.393,43.846,
new_44257830_uff_E=491.39,-8.7,9.214,2.471,
new_44257838_uff_E=527.71,-8.7,9.393,2.203,
new_44257840_uff_E=693.33,-8.7,9.503,6.022,
new_44257844_uff_E=759.32,-8.7,49.212,42.95,
new_44257845_uff_E=711.09,-8.7,4.938,2.064,
new_44257855_uff_E=581.16,-8.7,9.018,3.353,
new_44257857_uff_E=553.87,-8.7,23.89,21.038,
new_44257857_uff_E=553.87,-8.7,3.208,1.482,
new_44257857_uff_E=553.87,-8.7,23.164,19.665,
new_44257870_uff_E=371.80,-8.7,6.312,2.897,
new_44258355_uff_E=508.44,-8.7,42.442,33.612,
new_44258357_uff_E=641.45,-8.7,30.863,25.239,
new_44258357_uff_E=641.45,-8.7,25.62,22.27,
new_44258357_uff_E=641.45,-8.7,25.727,22.228,
new_442619_uff_E=619.59,-8.7,3.014,2.019,
new_45268176_uff_E=749.13,-8.7,22.754,19.391,
new_45933926_uff_E=457.26,-8.7,22.391,19.584,
new_46240561_uff_E=634.41,-8.7,22.753,17.699,
new_49791957_uff_E=434.72,-8.7,0,0,
new_101101311_uff_E=711.05,-8.6,34.705,28.842,
new_101101311_uff_E=711.05,-8.6,33.65,28.829,
new_101101312_uff_E=714.80,-8.6,50.422,43.397,
new_101101312_uff_E=714.80,-8.6,49.341,41.329,
new_101339211_uff_E=463.41,-8.6,40.479,32.823,
new_101650817_uff_E=474.37,-8.6,2.273,1.537,
new_102098242_uff_E=344.66,-8.6,40.698,33.177,
new_102310126_uff_E=508.75,-8.6,9.744,7.107,
new_122391238_uff_E=618.13,-8.6,0,0,
new_12304093_uff_E=448.25,-8.6,40.255,33.048,
new_12304095_uff_E=449.32,-8.6,6.928,3.043,
new_124034_uff_E=444.40,-8.6,0,0,
new_124034_uff_E=444.40,-8.6,42.248,33.664,
new_129861756_uff_E=567.31,-8.6,22.003,19.387,
new_129861756_uff_E=567.31,-8.6,10.314,6.5,
new_132523561_uff_E=746.50,-8.6,41.733,33.8,
new_132523562_uff_E=727.69,-8.6,21.966,16.882,
new_133612140_uff_E=496.07,-8.6,50.32,46.503,
new_133612140_uff_E=496.07,-8.6,50.994,46.655,
new_139031083_uff_E=669.98,-8.6,3.325,2.35,
new_14016776_uff_E=774.48,-8.6,5.772,3.187,
new_14016776_uff_E=774.48,-8.6,6.827,4.787,
new_15225567_uff_E=449.95,-8.6,0,0,
new_157009871_uff_E=682.34,-8.6,22.076,18.225,
new_18721_uff_E=459.52,-8.6,0,0,
new_21576179_uff_E=606.34,-8.6,5.832,2.247,
new_21576179_uff_E=606.34,-8.6,5.573,2.933,
new_21576180_uff_E=622.63,-8.6,42.136,35.377,
new_21721965_uff_E=467.00,-8.6,7.337,3.87,
new_21721965_uff_E=467.00,-8.6,25.497,21.273,
new_21721973_uff_E=463.55,-8.6,6.984,4.893,
new_25202038_uff_E=416.72,-8.6,2.752,1.585,
new_25244999_uff_E=704.38,-8.6,22.383,18.419,
new_3084995_uff_E=620.07,-8.6,21.488,16.62,
new_3084995_uff_E=620.07,-8.6,20.903,16.651,
new_44257687_uff_E=617.12,-8.6,2.069,1.554,
new_44257699_uff_E=642.40,-8.6,5.738,2.906,
new_44257772_uff_E=690.54,-8.6,2.857,1.894,
new_44257795_uff_E=471.87,-8.6,41.249,33.299,
new_44257797_uff_E=407.06,-8.6,43.164,39.502,
new_44257803_uff_E=532.55,-8.6,43.083,38.796,
new_44257806_uff_E=454.24,-8.6,40.115,32.248,
new_44257806_uff_E=454.24,-8.6,6.075,4.169,
new_44257814_uff_E=593.13,-8.6,22.392,18.061,
new_44257817_uff_E=660.09,-8.6,48.589,43.829,
new_44257824_uff_E=672.18,-8.6,6.735,3.828,
new_44257828_uff_E=474.52,-8.6,42.805,38.197,
new_44257830_uff_E=491.39,-8.6,20.88,17.484,
new_44257832_uff_E=474.42,-8.6,22.65,17.594,
new_44257838_uff_E=527.71,-8.6,9.204,2.698,
new_44257843_uff_E=721.03,-8.6,14.056,3.713,
new_44257843_uff_E=721.03,-8.6,8.026,4.263,
new_44257844_uff_E=759.32,-8.6,52.957,47.455,
new_44257846_uff_E=490.87,-8.6,4.447,2.196,
new_44257854_uff_E=549.58,-8.6,19.431,17.211,
new_44257870_uff_E=371.80,-8.6,37.259,31.662,
new_44257870_uff_E=371.80,-8.6,35.691,30.726,
new_44257884_uff_E=465.42,-8.6,8.386,4.891,
new_44257884_uff_E=465.42,-8.6,23.362,20.09,
new_44258353_uff_E=488.37,-8.6,2.831,1.924,
new_442619_uff_E=619.59,-8.6,20.629,16.816,
new_442664_uff_E=626.81,-8.6,43.081,35.636,
new_45268176_uff_E=749.13,-8.6,22.253,17.349,
new_45933926_uff_E=457.26,-8.6,2.573,1.585,
new_101101311_uff_E=711.05,-8.5,18.262,12.406,
new_101101311_uff_E=711.05,-8.5,50.168,46.321,
new_101101312_uff_E=714.80,-8.5,49.752,43.862,
new_101135001_uff_E=441.19,-8.5,19.021,17.177,
new_101135001_uff_E=441.19,-8.5,18.448,15.306,
new_101650817_uff_E=474.37,-8.5,40.993,32.943,
new_101650818_uff_E=449.09,-8.5,3.173,1.974,
new_102098242_uff_E=344.66,-8.5,40.729,33.203,
new_11843573_uff_E=538.86,-8.5,25.208,20.816,
new_12304095_uff_E=449.32,-8.5,9.238,3.202,
new_12304095_uff_E=449.32,-8.5,9.403,2.973,
new_124034_uff_E=444.40,-8.5,3.159,1.798,
new_124605008_uff_E=640.22,-8.5,22.432,19.623,
new_131750832_uff_E=821.86,-8.5,42.753,37.959,
new_138756462_uff_E=358.45,-8.5,0,0,
new_139031083_uff_E=669.98,-8.5,44.371,38.136,
new_14730806_uff_E=425.17,-8.5,40.369,32.804,
new_15225567_uff_E=449.95,-8.5,36.24,30.652,
new_15225567_uff_E=449.95,-8.5,15.7,14.193,
new_157009871_uff_E=682.34,-8.5,43.654,34.261,
new_157009871_uff_E=682.34,-8.5,46.012,39.632,
new_157009929_uff_E=929.50,-8.5,0,0,
new_16211399_uff_E=654.25,-8.5,22.822,18.367,
new_162343910_uff_E=530.85,-8.5,41.297,34.456,
new_162350_uff_E=453.84,-8.5,42.15,33.493,
new_21576179_uff_E=606.34,-8.5,6.192,2.378,
new_44257653_uff_E=422.99,-8.5,7.678,4.065,
new_44257653_uff_E=422.99,-8.5,21.471,16.761,
new_44257792_uff_E=507.21,-8.5,42.706,38.033,
new_44257802_uff_E=506.37,-8.5,43.147,38.83,
new_44257802_uff_E=506.37,-8.5,40.858,32.768,
new_44257805_uff_E=464.89,-8.5,9.903,2.432,
new_44257805_uff_E=464.89,-8.5,22.012,20.054,
new_44257806_uff_E=454.24,-8.5,45.495,39.591,
new_44257830_uff_E=491.39,-8.5,23.117,20.38,
new_44257830_uff_E=491.39,-8.5,29.772,24.857,
new_44257839_uff_E=499.43,-8.5,43.176,34.339,
new_44257844_uff_E=759.32,-8.5,2.682,1.275,
new_44257845_uff_E=711.09,-8.5,50.894,44.377,
new_44257845_uff_E=711.09,-8.5,12.801,4.221,
new_44257857_uff_E=553.87,-8.5,11.227,3.053,
new_44257857_uff_E=553.87,-8.5,20.979,18.303,
new_44258356_uff_E=527.73,-8.5,2.03,1.106,
new_44258357_uff_E=641.45,-8.5,3.868,2.702,
new_442658_uff_E=724.21,-8.5,41.86,36.338,
new_442658_uff_E=724.21,-8.5,42.088,34.484,
new_442664_uff_E=626.81,-8.5,2.39,1.272,
new_45933926_uff_E=457.26,-8.5,39.534,34.959,
new_46240561_uff_E=634.41,-8.5,9.56,3.721,
new_49791957_uff_E=434.72,-8.5,7.323,2.835,
new_49791957_uff_E=434.72,-8.5,19.686,15.766,
new_101101311_uff_E=711.05,-8.4,23.771,20.169,
new_101101312_uff_E=714.80,-8.4,51.655,45.972,
new_101101312_uff_E=714.80,-8.4,16.662,12.886,
new_101135001_uff_E=441.19,-8.4,24.49,23.039,
new_101135001_uff_E=441.19,-8.4,32.041,29.93,
new_102098242_uff_E=344.66,-8.4,39.346,32.415,
new_102310126_uff_E=508.75,-8.4,21.97,18.481,
new_102310126_uff_E=508.75,-8.4,9.592,7.122,
new_102310126_uff_E=508.75,-8.4,5.805,3.745,
new_11843573_uff_E=538.86,-8.4,47.77,42.107,
new_11843573_uff_E=538.86,-8.4,5.415,2.465,
new_122391238_uff_E=618.13,-8.4,2.248,1.425,
new_122391238_uff_E=618.13,-8.4,6.388,2.957,
new_12304095_uff_E=449.32,-8.4,23.791,22.445,
new_12304095_uff_E=449.32,-8.4,30.387,24.727,
new_124708054_uff_E=494.13,-8.4,2.374,1.841,
new_129861755_uff_E=568.39,-8.4,0,0,
new_129861755_uff_E=568.39,-8.4,8.532,4.955,
new_129861756_uff_E=567.31,-8.4,20.728,16.528,
new_131750832_uff_E=821.86,-8.4,5.777,2.591,
new_133612140_uff_E=496.07,-8.4,45.537,39.798,
new_138756462_uff_E=358.45,-8.4,19.88,17.315,
new_14016776_uff_E=774.48,-8.4,35.557,30.9,
new_14016776_uff_E=774.48,-8.4,36.873,31.732,
new_16211399_uff_E=654.25,-8.4,21.952,17.073,
new_162350_uff_E=453.84,-8.4,41.207,33.242,
new_44257687_uff_E=617.12,-8.4,43.755,39.601,
new_44257687_uff_E=617.12,-8.4,44.412,40.069,
new_44257687_uff_E=617.12,-8.4,8.1,3.278,
new_44257772_uff_E=690.54,-8.4,44.507,34.87,
new_44257795_uff_E=471.87,-8.4,5.651,2.491,
new_44257796_uff_E=446.43,-8.4,41.981,34.083,
new_44257797_uff_E=407.06,-8.4,9.543,3.442,
new_44257802_uff_E=506.37,-8.4,41.401,34.011,
new_44257803_uff_E=532.55,-8.4,6.256,2.677,
new_44257807_uff_E=716.07,-8.4,44.113,34.618,
new_44257838_uff_E=527.71,-8.4,43.199,38.452,
new_44257839_uff_E=499.43,-8.4,41.531,33.414,
new_44258355_uff_E=508.44,-8.4,24.655,22.16,
new_44258357_uff_E=641.45,-8.4,28.85,23.248,
new_44258357_uff_E=641.45,-8.4,24.683,21.119,
new_442619_uff_E=619.59,-8.4,6.703,4.374,
new_442664_uff_E=626.81,-8.4,5.33,2.642,
new_442664_uff_E=626.81,-8.4,5.245,2.805,
new_46240561_uff_E=634.41,-8.4,23.414,17.906,
new_101101311_uff_E=711.05,-8.3,13.152,3.504,
new_101135001_uff_E=441.19,-8.3,10.604,3.436,
new_101135001_uff_E=441.19,-8.3,33.183,30.268,
new_102098242_uff_E=344.66,-8.3,19.943,17.098,
new_102098242_uff_E=344.66,-8.3,39.681,32.37,
new_10817284_uff_E=638.49,-8.3,32.531,27.117,
new_11843573_uff_E=538.86,-8.3,9.028,3.432,
new_124605008_uff_E=640.22,-8.3,22.42,19.786,
new_131750832_uff_E=821.86,-8.3,5.15,2.626,
new_133612140_uff_E=496.07,-8.3,17.162,13.917,
new_133612140_uff_E=496.07,-8.3,2.336,1.014,
new_133612140_uff_E=496.07,-8.3,2.459,1.35,
new_133809_uff_E=758.34,-8.3,0,0,
new_135898822_uff_E=188.33,-8.3,0,0,
new_138756462_uff_E=358.45,-8.3,19.511,14.92,
new_14016776_uff_E=774.48,-8.3,6.915,4.266,
new_14016776_uff_E=774.48,-8.3,2.102,1.593,
new_14016776_uff_E=774.48,-8.3,19.576,17.913,
new_18721_uff_E=459.52,-8.3,9.329,5.26,
new_18721_uff_E=459.52,-8.3,21.26,19.451,
new_21576180_uff_E=622.63,-8.3,2.458,1.506,
new_21721973_uff_E=463.55,-8.3,6.264,4.42,
new_25200950_uff_E=224.55,-8.3,0,0,
new_44257653_uff_E=422.99,-8.3,21.1,17.357,
new_44257653_uff_E=422.99,-8.3,9.064,6.55,
new_44257653_uff_E=422.99,-8.3,20.582,16.679,
new_44257659_uff_E=480.65,-8.3,21.593,16.82,
new_44257687_uff_E=617.12,-8.3,7.376,4.258,
new_44257795_uff_E=471.87,-8.3,18.44,16.173,
new_44257799_uff_E=456.63,-8.3,20.326,16.602,
new_44257806_uff_E=454.24,-8.3,2.342,1.015,
new_44257840_uff_E=693.33,-8.3,23.974,20.133,
new_44257857_uff_E=553.87,-8.3,9.364,3.988,
new_44257870_uff_E=371.80,-8.3,26.808,23.202,
new_44257870_uff_E=371.80,-8.3,37.278,31.746,
new_44257884_uff_E=465.42,-8.3,24.29,20.972,
new_44257884_uff_E=465.42,-8.3,22.454,19.393,
new_44258355_uff_E=508.44,-8.3,42.31,36.679,
new_44258356_uff_E=527.73,-8.3,12.73,6.043,
new_442619_uff_E=619.59,-8.3,2.138,1.629,
new_442658_uff_E=724.21,-8.3,6.67,3.198,
new_442664_uff_E=626.81,-8.3,7.008,2.576,
new_442664_uff_E=626.81,-8.3,42.479,37.583,
new_442664_uff_E=626.81,-8.3,9.469,2.913,
new_49791957_uff_E=434.72,-8.3,21.549,17.581,
new_101101311_uff_E=711.05,-8.2,12.849,3.053,
new_101101312_uff_E=714.80,-8.2,50.204,45.159,
new_101135001_uff_E=441.19,-8.2,19.738,17.837,
new_101650817_uff_E=474.37,-8.2,10.012,2.865,
new_101650818_uff_E=449.09,-8.2,44.92,39.513,
new_11843573_uff_E=538.86,-8.2,49.286,44.245,
new_124708054_uff_E=494.13,-8.2,24.235,22.794,
new_129861755_uff_E=568.39,-8.2,10.228,6.52,
new_129861756_uff_E=567.31,-8.2,23.711,20.586,
new_131750832_uff_E=821.86,-8.2,9.113,3.295,
new_131750832_uff_E=821.86,-8.2,6.417,2.928,
new_132523561_uff_E=746.50,-8.2,41.995,34.653,
new_132523562_uff_E=727.69,-8.2,10.724,4.635,
new_132523562_uff_E=727.69,-8.2,21.26,17.426,
new_132523562_uff_E=727.69,-8.2,20.726,16.639,
new_132523562_uff_E=727.69,-8.2,21.786,16.87,
new_135898822_uff_E=188.33,-8.2,19.319,14.151,
new_138756462_uff_E=358.45,-8.2,19.551,17.088,
new_155803422_uff_E=339.81,-8.2,0,0,
new_157009730_uff_E=751.47,-8.2,6.152,4.012,
new_157009929_uff_E=929.50,-8.2,6.13,2.831,
new_157009929_uff_E=929.50,-8.2,48.138,42.463,
new_161172_uff_E=302.95,-8.2,0,0,
new_21576180_uff_E=622.63,-8.2,9.681,5.158,
new_25200950_uff_E=224.55,-8.2,35.492,30.414,
new_3084995_uff_E=620.07,-8.2,21.229,16.884,
new_44257653_uff_E=422.99,-8.2,20.421,15.548,
new_44257659_uff_E=480.65,-8.2,22.059,19.086,
new_44257699_uff_E=642.40,-8.2,9.972,3.351,
new_44257795_uff_E=471.87,-8.2,6.893,2.955,
new_44257796_uff_E=446.43,-8.2,26.156,23.751,
new_44257797_uff_E=407.06,-8.2,18.563,15.684,
new_44257799_uff_E=456.63,-8.2,19.975,16.555,
new_44257806_uff_E=454.24,-8.2,45.625,40.109,
new_44257806_uff_E=454.24,-8.2,46.813,40.75,
new_44257807_uff_E=716.07,-8.2,11.284,3.679,
new_44257807_uff_E=716.07,-8.2,45.146,35.527,
new_44257828_uff_E=474.52,-8.2,10.386,3.581,
new_44257832_uff_E=474.42,-8.2,21.761,16.809,
new_44257844_uff_E=759.32,-8.2,49.235,43,
new_44257870_uff_E=371.80,-8.2,19.787,14.858,
new_44257870_uff_E=371.80,-8.2,6.879,4.151,
new_44258356_uff_E=527.73,-8.2,10.826,1.943,
new_44258357_uff_E=641.45,-8.2,26.536,23.815,
new_442664_uff_E=626.81,-8.2,46.225,40.74,
new_46240561_uff_E=634.41,-8.2,22.168,16.932,
new_102098242_uff_E=344.66,-8.1,42.12,35.262,
new_122377900_uff_E=617.78,-8.1,42.817,35.214,
new_122377900_uff_E=617.78,-8.1,28.498,23.519,
new_122377900_uff_E=617.78,-8.1,8.681,2.243,
new_122377900_uff_E=617.78,-8.1,42.989,34.904,
new_122391238_uff_E=618.13,-8.1,2.637,2.021,
new_122391238_uff_E=618.13,-8.1,7.172,3.234,
new_124034_uff_E=444.40,-8.1,21.235,18.45,
new_124708054_uff_E=494.13,-8.1,49.718,44.441,
new_129861755_uff_E=568.39,-8.1,7.237,4.397,
new_129861755_uff_E=568.39,-8.1,9.21,5.151,
new_129861756_uff_E=567.31,-8.1,21.282,17.127,
new_129861756_uff_E=567.31,-8.1,23.624,20.481,
new_132523561_uff_E=746.50,-8.1,6.157,3.073,
new_132523561_uff_E=746.50,-8.1,42.381,34.734,
new_135898822_uff_E=188.33,-8.1,35.92,30.424,
new_138756462_uff_E=358.45,-8.1,8.341,5.848,
new_138756462_uff_E=358.45,-8.1,20.223,15.632,
new_138756462_uff_E=358.45,-8.1,20.666,15.341,
new_14354985_uff_E=445.15,-8.1,0,0,
new_14354985_uff_E=445.15,-8.1,6.41,1.716,
new_14730806_uff_E=425.17,-8.1,2.268,1.766,
new_14730806_uff_E=425.17,-8.1,2.437,1.789,
new_157009929_uff_E=929.50,-8.1,46.83,41.464,
new_157009929_uff_E=929.50,-8.1,48.49,43.163,
new_157009929_uff_E=929.50,-8.1,8.697,3.926,
new_161172_uff_E=302.95,-8.1,36.391,30.965,
new_162350_uff_E=453.84,-8.1,2.767,2.031,
new_183905_uff_E=628.42,-8.1,7.975,2.657,
new_18721_uff_E=459.52,-8.1,20.487,15.488,
new_18721_uff_E=459.52,-8.1,22.311,20.403,
new_21721973_uff_E=463.55,-8.1,9.2,2.75,
new_25200950_uff_E=224.55,-8.1,3.682,2.72,
new_25244999_uff_E=704.38,-8.1,32.734,29.045,
new_3084995_uff_E=620.07,-8.1,22.616,18.275,
new_44257659_uff_E=480.65,-8.1,21.763,18.487,
new_44257659_uff_E=480.65,-8.1,21.966,18.859,
new_44257687_uff_E=617.12,-8.1,20.598,16.241,
new_44257687_uff_E=617.12,-8.1,10.174,5.058,
new_44257687_uff_E=617.12,-8.1,8.051,2.933,
new_44257772_uff_E=690.54,-8.1,43.571,37.749,
new_44257772_uff_E=690.54,-8.1,3.949,2.317,
new_44257792_uff_E=507.21,-8.1,42.809,37.809,
new_44257792_uff_E=507.21,-8.1,20.926,17.597,
new_44257795_uff_E=471.87,-8.1,9.313,2.881,
new_44257799_uff_E=456.63,-8.1,30.41,24.598,
new_44257799_uff_E=456.63,-8.1,7.361,3.578,
new_44257819_uff_E=740.56,-8.1,50.732,46.123,
new_44257838_uff_E=527.71,-8.1,3.895,1.973,
new_44257838_uff_E=527.71,-8.1,23.645,20.879,
new_44257844_uff_E=759.32,-8.1,39.829,32.501,
new_44257844_uff_E=759.32,-8.1,50.155,44.824,
new_44258354_uff_E=495.82,-8.1,0,0,
new_442619_uff_E=619.59,-8.1,9.772,3.608,
new_442658_uff_E=724.21,-8.1,42.047,34.298,
new_442658_uff_E=724.21,-8.1,6.936,2.538,
new_46240561_uff_E=634.41,-8.1,8.133,5.489,
new_49791957_uff_E=434.72,-8.1,20.468,15.901,
new_101650817_uff_E=474.37,-8,39.214,33.061,
new_122377900_uff_E=617.78,-8,33.851,25.972,
new_122377900_uff_E=617.78,-8,44.125,38.783,
new_122391238_uff_E=618.13,-8,3.05,1.925,
new_124708054_uff_E=494.13,-8,24.089,22.09,
new_129856120_uff_E=417.48,-8,0,0,
new_129856120_uff_E=417.48,-8,19.381,16.953,
new_129861755_uff_E=568.39,-8,20.545,16.628,
new_129861756_uff_E=567.31,-8,19.651,15.466,
new_132523561_uff_E=746.50,-8,10.036,3.87,
new_132523561_uff_E=746.50,-8,43.852,35.69,
new_132523562_uff_E=727.69,-8,24.167,19.14,
new_138756462_uff_E=358.45,-8,19.727,15.16,
new_138756462_uff_E=358.45,-8,20.096,17.258,
new_14016776_uff_E=774.48,-8,36.014,31.215,
new_14730806_uff_E=425.17,-8,8.992,3.555,
new_14730806_uff_E=425.17,-8,9.459,3.436,
new_15225567_uff_E=449.95,-8,36.307,30.565,
new_155803422_uff_E=339.81,-8,21.092,18.639,
new_183905_uff_E=628.42,-8,42.011,37.011,
new_18721_uff_E=459.52,-8,23.114,20.477,
new_21576180_uff_E=622.63,-8,24.402,22.299,
new_21576180_uff_E=622.63,-8,7.244,2.835,
new_21721973_uff_E=463.55,-8,5.909,3.39,
new_25200950_uff_E=224.55,-8,21.371,19.994,
new_3084995_uff_E=620.07,-8,22.355,17.644,
new_44257653_uff_E=422.99,-8,20.086,16.373,
new_44257659_uff_E=480.65,-8,20.969,16.664,
new_44257699_uff_E=642.40,-8,23.115,20.002,
new_44257699_uff_E=642.40,-8,26.904,22.063,
new_44257699_uff_E=642.40,-8,46.75,42.645,
new_44257772_uff_E=690.54,-8,10.111,4.408,
new_44257792_uff_E=507.21,-8,23.986,22.308,
new_44257792_uff_E=507.21,-8,23.81,22.295,
new_44257796_uff_E=446.43,-8,41.153,34.225,
new_44257799_uff_E=456.63,-8,43.803,39.995,
new_44257802_uff_E=506.37,-8,43.655,39.563,
new_44257803_uff_E=532.55,-8,31.429,25.288,
new_44257819_uff_E=740.56,-8,50.4,43.463,
new_44257832_uff_E=474.42,-8,24.054,19.48,
new_44257832_uff_E=474.42,-8,23.984,18.82,
new_44257839_uff_E=499.43,-8,43.449,37.979,
new_44258354_uff_E=495.82,-8,14.843,10.206,
new_44258354_uff_E=495.82,-8,25.981,20.712,
new_44258354_uff_E=495.82,-8,14.484,10.133,
new_44258354_uff_E=495.82,-8,17.7,13.903,
new_46240561_uff_E=634.41,-8,7.655,4.758,
new_49791957_uff_E=434.72,-8,7.35,4.14,
new_49791957_uff_E=434.72,-8,20.118,16.928,
new_49791957_uff_E=434.72,-8,20.954,17.656,
new_122391238_uff_E=618.13,-7.9,10.676,6.213,
new_124034_uff_E=444.40,-7.9,10.771,5.112,
new_129861755_uff_E=568.39,-7.9,9.178,5.634,
new_129861755_uff_E=568.39,-7.9,9.005,6.621,
new_131750832_uff_E=821.86,-7.9,42.529,34.487,
new_132523561_uff_E=746.50,-7.9,42.729,38.442,
new_133809_uff_E=758.34,-7.9,43.098,38.353,
new_135898822_uff_E=188.33,-7.9,19.389,16.965,
new_14354985_uff_E=445.15,-7.9,11.012,9.64,
new_14354985_uff_E=445.15,-7.9,19.851,17.813,
new_14730806_uff_E=425.17,-7.9,41.278,33.076,
new_15225567_uff_E=449.95,-7.9,36.083,33.097,
new_15225567_uff_E=449.95,-7.9,18.053,14.372,
new_155803422_uff_E=339.81,-7.9,5.279,3.493,
new_161172_uff_E=302.95,-7.9,37.41,31.255,
new_161172_uff_E=302.95,-7.9,36.891,30.948,
new_21721973_uff_E=463.55,-7.9,25.427,21.083,
new_25200950_uff_E=224.55,-7.9,35.735,30.703,
new_25244999_uff_E=704.38,-7.9,30,26.674,
new_44257792_uff_E=507.21,-7.9,47.162,41.389,
new_44257796_uff_E=446.43,-7.9,23.711,22.766,
new_44257796_uff_E=446.43,-7.9,9.251,3.359,
new_44257803_uff_E=532.55,-7.9,30.549,24.719,
new_44257819_uff_E=740.56,-7.9,21.597,17.983,
new_44257839_uff_E=499.43,-7.9,3.292,1.531,
new_44257870_uff_E=371.80,-7.9,53.811,51.775,
new_44258354_uff_E=495.82,-7.9,48.017,43.333,
new_44258354_uff_E=495.82,-7.9,13.113,9.532,
new_44258355_uff_E=508.44,-7.9,42.791,33.734,
new_44258356_uff_E=527.73,-7.9,10.838,2.101,
new_49791957_uff_E=434.72,-7.9,8.516,4.68,
new_122377900_uff_E=617.78,-7.8,8.618,3.357,
new_122391238_uff_E=618.13,-7.8,48.68,44.305,
new_122391238_uff_E=618.13,-7.8,6.08,2.884,
new_124034_uff_E=444.40,-7.8,41.31,33.276,
new_124034_uff_E=444.40,-7.8,42.419,33.87,
new_124034_uff_E=444.40,-7.8,42.565,33.989,
new_124034_uff_E=444.40,-7.8,32.074,25.213,
new_129856120_uff_E=417.48,-7.8,17.984,14.126,
new_129856120_uff_E=417.48,-7.8,20.448,16.375,
new_129861755_uff_E=568.39,-7.8,20.73,16.222,
new_131750832_uff_E=821.86,-7.8,46.044,41.202,
new_135898822_uff_E=188.33,-7.8,2.936,1.172,
new_135898822_uff_E=188.33,-7.8,2.954,1.742,
new_14354985_uff_E=445.15,-7.8,22.175,19.466,
new_14354985_uff_E=445.15,-7.8,20.32,14.923,
new_14354985_uff_E=445.15,-7.8,18.822,16.98,
new_15225567_uff_E=449.95,-7.8,37.212,32.105,
new_21576180_uff_E=622.63,-7.8,41.746,36.065,
new_21576180_uff_E=622.63,-7.8,7.606,2.66,
new_25200950_uff_E=224.55,-7.8,21.176,20.177,
new_3084995_uff_E=620.07,-7.8,26.307,21.881,
new_44257792_uff_E=507.21,-7.8,23.845,21.75,
new_44257796_uff_E=446.43,-7.8,22.816,20.618,
new_44258353_uff_E=488.37,-7.8,25.812,23.399,
new_44258354_uff_E=495.82,-7.8,29.476,24.937,
new_44258354_uff_E=495.82,-7.8,48.854,43.625,
new_44583918_uff_E=534.71,-7.8,23.789,18.281,
new_46240561_uff_E=634.41,-7.8,28.89,23.873,
